matrix_id,recon_type,pattern_type,parameter_value,samp_rat,arr_size,seed,M,N_pixels,mean,var,std,contrast,entropy,autocorrelation width,effective_rank,cond_number,mutual coherence,nmse,psnr,ssim,runtime
DGI_hadamard_low_size32_samprat30_seed47,DGI,Hadamard,low,30,32,47,307,1024,0.501628664495114,0.24999734745196212,0.4999973474449261,0.9967479588654955,0.996742671009772,5.687296416938111,276,155.49356886585554,0.9999999999998844,0.7928212548438154,15.3559067574679,0.5603325046597143,0.0006308999945758842
Ridge_hadamard_low_size32_samprat30_seed47,Ridge,Hadamard,low,30,32,47,307,1024,0.501628664495114,0.24999734745196212,0.4999973474449261,0.9967479588654955,0.996742671009772,5.687296416938111,276,155.49356886585554,0.9999999999998844,0.7870269271741946,15.38776368961402,0.5607331608110562,0.000720199997886084
CGI_hadamard_high_size32_samprat30_seed47,CGI,Hadamard,high,30,32,47,307,1024,0.5,0.25,0.5,0.999999999998,1.0,2.8794788273615635,276,17.549928774784263,0.9131682328564502,4.816086976916013,7.520716389016446,0.15890647037926317,0.0006095999997342005
DGI_hadamard_high_size32_samprat30_seed47,DGI,Hadamard,high,30,32,47,307,1024,0.5,0.25,0.5,0.999999999998,1.0,2.8794788273615635,276,17.549928774784263,0.9131682328564502,4.816086976915897,7.520716389016552,0.15890647037925926,0.0005995000028633513
Ridge_hadamard_high_size32_samprat30_seed47,Ridge,Hadamard,high,30,32,47,307,1024,0.5,0.25,0.5,0.999999999998,1.0,2.8794788273615635,276,17.549928774784263,0.9131682328564502,4.761292927404555,7.570410591868857,0.163701874771788,0.0008347999973921105
CGI_hadamard_random_size32_samprat60_seed47,CGI,Hadamard,random,60,32,47,614,1024,0.5,0.25,0.5,0.999999999998,1.0,3.817589576547231,562,24.799193535274533,0.7353343541394946,1.9509132779584657,11.445279958795966,0.43950982836787117,0.0005362000010791235
DGI_hadamard_random_size32_samprat60_seed47,DGI,Hadamard,random,60,32,47,614,1024,0.5,0.25,0.5,0.999999999998,1.0,3.817589576547231,562,24.799193535274533,0.7353343541394946,1.9509132779582463,11.445279958796455,0.43950982836788366,0.0005238000012468547
Ridge_hadamard_random_size32_samprat60_seed47,Ridge,Hadamard,random,60,32,47,614,1024,0.5,0.25,0.5,0.999999999998,1.0,3.817589576547231,562,24.799193535274533,0.7353343541394946,1.906754750514743,11.544711233656809,0.4417151017451089,0.0016394999984186143
CGI_hadamard_low_size32_samprat60_seed47,CGI,Hadamard,low,60,32,47,614,1024,0.500814332247557,0.24999933686299078,0.49999933686255105,0.9983726596194906,0.998371335504886,4.3322475570032575,562,308.99676372015165,0.913168232856483,0.4422156428356547,17.891318592862383,0.7361103889945124,0.002343000000109896
DGI_hadamard_low_size32_samprat60_seed47,DGI,Hadamard,low,60,32,47,614,1024,0.500814332247557,0.24999933686299078,0.49999933686255105,0.9983726596194906,0.998371335504886,4.3322475570032575,562,308.99676372015165,0.913168232856483,0.4441648225656287,17.872218005732424,0.7361984140738932,0.001739100000122562
Ridge_hadamard_low_size32_samprat60_seed47,Ridge,Hadamard,low,60,32,47,614,1024,0.500814332247557,0.24999933686299078,0.49999933686255105,0.9983726596194906,0.998371335504886,4.3322475570032575,562,308.99676372015165,0.913168232856483,0.4435452074127303,17.878280694592984,0.7361648057587017,0.0008358999984920956
CGI_hadamard_high_size32_samprat60_seed47,CGI,Hadamard,high,60,32,47,614,1024,0.5,0.25,0.5,0.999999999998,1.0,2.9283387622149837,562,24.799193535274537,0.7635848932834559,3.8912851488013223,8.4467290387603,0.2905071860823645,0.000796799999079667
DGI_hadamard_high_size32_samprat60_seed47,DGI,Hadamard,high,60,32,47,614,1024,0.5,0.25,0.5,0.999999999998,1.0,2.9283387622149837,562,24.799193535274537,0.7635848932834559,3.8912851488011975,8.44672903876044,0.29050718608237014,0.0006125999934738502
Ridge_hadamard_high_size32_samprat60_seed47,Ridge,Hadamard,high,60,32,47,614,1024,0.5,0.25,0.5,0.999999999998,1.0,2.9283387622149837,562,24.799193535274537,0.7635848932834559,3.894430508389388,8.443220016732885,0.2906507071223886,0.0010152999966521747
CGI_hadamard_random_size32_samprat90_seed47,CGI,Hadamard,random,90,32,47,921,1024,0.500542888165038,0.24999970527244025,0.4999997052723534,0.9989148124835521,0.998914223669924,3.780673181324647,851,462.49783782771783,0.7189085707627207,1.1745204138647203,13.649053909588396,0.556173689742869,0.0007877000025473535
DGI_hadamard_random_size32_samprat90_seed47,DGI,Hadamard,random,90,32,47,921,1024,0.500542888165038,0.24999970527244025,0.4999997052723534,0.9989148124835521,0.998914223669924,3.780673181324647,851,462.49783782771783,0.7189085707627207,1.1905618616705054,13.590139941387152,0.5549721546107488,0.0016006000005290844
Ridge_hadamard_random_size32_samprat90_seed47,Ridge,Hadamard,random,90,32,47,921,1024,0.500542888165038,0.24999970527244025,0.4999997052723534,0.9989148124835521,0.998914223669924,3.780673181324647,851,462.49783782771783,0.7189085707627207,1.1956636242398073,13.571569435616361,0.5545930372412377,0.0006509000013465993
CGI_hadamard_low_size32_samprat90_seed47,CGI,Hadamard,low,90,32,47,921,1024,0.500542888165038,0.24999970527244023,0.4999997052723534,0.9989148124835521,0.998914223669924,3.8805646036916395,851,462.49783782772795,0.7455987399391377,0.25249791805447147,20.325081588958582,0.8282082660493422,0.0006200999996508472
DGI_hadamard_low_size32_samprat90_seed47,DGI,Hadamard,low,90,32,47,921,1024,0.500542888165038,0.24999970527244023,0.4999997052723534,0.9989148124835521,0.998914223669924,3.8805646036916395,851,462.49783782772795,0.7455987399391377,0.2513793216483881,20.344364104873947,0.8291144800695625,0.0026735999999800697
Ridge_hadamard_low_size32_samprat90_seed47,Ridge,Hadamard,low,90,32,47,921,1024,0.500542888165038,0.24999970527244023,0.4999997052723534,0.9989148124835521,0.998914223669924,3.8805646036916395,851,462.49783782772795,0.7455987399391377,0.25139564054683766,20.344082181226874,0.8290750722872446,0.0007958999995025806
CGI_hadamard_high_size32_samprat90_seed47,CGI,Hadamard,high,90,32,47,921,1024,0.5,0.25,0.5,0.999999999998,1.0,3.1454940282301846,852,30.364452901377994,0.7166395217442801,2.8370568533387064,9.818979214865298,0.5328433027243451,0.0016281999996863306
DGI_hadamard_high_size32_samprat90_seed47,DGI,Hadamard,high,90,32,47,921,1024,0.5,0.25,0.5,0.999999999998,1.0,3.1454940282301846,852,30.364452901377994,0.7166395217442801,2.8370568533394107,9.81897921486422,0.5328433027243062,0.0008377999984077178
Ridge_hadamard_high_size32_samprat90_seed47,Ridge,Hadamard,high,90,32,47,921,1024,0.5,0.25,0.5,0.999999999998,1.0,3.1454940282301846,852,30.364452901377994,0.7166395217442801,2.8489891585179765,9.800751638472175,0.5323480134461182,0.0006518999944091775
